時間,設備,值
2024-10-26 15:54:46,SA-54/TEMPERATURE,32.19
2024-10-26 15:54:50,SA-54/TEMPERATURE,31.73
2024-10-26 15:54:52,SA-54/TEMPERATURE,32.19
2024-10-26 15:54:54,SA-54/TEMPERATURE,31.73
2024-10-26 15:54:56,SA-54/TEMPERATURE,32.19
2024-10-26 15:54:58,SA-54/TEMPERATURE,31.73
2024-10-26 15:55:00,SA-54/TEMPERATURE,32.19
2024-10-26 15:55:08,SA-54/TEMPERATURE,31.73
2024-10-26 15:55:10,SA-54/TEMPERATURE,32.19
2024-10-26 15:55:12,SA-54/TEMPERATURE,31.73
2024-10-26 15:55:14,SA-54/TEMPERATURE,32.19
2024-10-26 15:55:16,SA-54/LIGHT_LEVEL,1
2024-10-26 15:55:18,SA-54/TEMPERATURE,31.73
2024-10-26 15:55:22,SA-54/TEMPERATURE,32.19
2024-10-26 15:55:32,SA-54/LIGHT_LEVEL,0
2024-10-26 15:55:38,SA-54/TEMPERATURE,31.73
2024-10-26 15:55:41,SA-54/TEMPERATURE,32.19
2024-10-26 15:55:46,SA-54/TEMPERATURE,31.73
2024-10-26 15:55:50,SA-54/TEMPERATURE,32.19
2024-10-26 15:55:52,SA-54/LIGHT_LEVEL,1
2024-10-26 15:55:54,SA-54/TEMPERATURE,31.73
2024-10-26 15:55:56,SA-54/TEMPERATURE,32.19
2024-10-26 15:56:06,SA-54/LIGHT_LEVEL,0
2024-10-26 15:56:12,SA-54/TEMPERATURE,31.73
2024-10-26 15:56:14,SA-54/TEMPERATURE,32.19
2024-10-26 15:56:16,SA-54/TEMPERATURE,31.73
2024-10-26 15:56:18,SA-54/TEMPERATURE,32.19
2024-10-26 15:56:22,SA-54/LED_LEVEL,5
2024-10-26 15:56:23,SA-54/LED_LEVEL,4
2024-10-26 15:56:32,SA-54/TEMPERATURE,31.73
2024-10-26 15:56:36,SA-54/TEMPERATURE,32.19
2024-10-26 15:56:40,SA-54/TEMPERATURE,31.73
2024-10-26 15:56:40,SA-54/LIGHT_LEVEL,1
2024-10-26 15:56:42,SA-54/TEMPERATURE,32.19
2024-10-26 15:56:46,SA-54/TEMPERATURE,31.73
2024-10-26 15:56:50,SA-54/TEMPERATURE,32.19
2024-10-26 15:56:56,SA-54/TEMPERATURE,31.73
2024-10-26 15:56:58,SA-54/TEMPERATURE,32.19
2024-10-26 15:57:00,SA-54/LED_LEVEL,5
2024-10-26 15:57:01,SA-54/LED_LEVEL,4
2024-10-26 15:57:02,SA-54/TEMPERATURE,31.73
2024-10-26 15:57:02,SA-54/LIGHT_LEVEL,0
2024-10-26 15:57:04,SA-54/TEMPERATURE,32.19
2024-10-26 15:57:18,SA-54/LED_LEVEL,5
2024-10-26 15:57:19,SA-54/LED_LEVEL,4
2024-10-26 15:57:20,SA-54/TEMPERATURE,31.73
2024-10-26 15:57:28,SA-54/TEMPERATURE,32.19
2024-10-26 15:57:35,SA-54/LIGHT_LEVEL,1
2024-10-26 15:57:44,SA-54/TEMPERATURE,31.73
2024-10-26 15:57:44,SA-54/LIGHT_LEVEL,0
2024-10-26 15:58:00,SA-54/TEMPERATURE,32.19
2024-10-26 15:58:06,SA-54/TEMPERATURE,31.73
2024-10-26 15:58:08,SA-54/TEMPERATURE,32.19
2024-10-26 15:58:08,SA-54/LIGHT_LEVEL,1
2024-10-26 15:58:18,SA-54/TEMPERATURE,31.73
2024-10-26 15:58:18,SA-54/LIGHT_LEVEL,0
2024-10-26 15:58:22,SA-54/TEMPERATURE,32.19
2024-10-26 15:58:24,SA-54/TEMPERATURE,31.73
2024-10-26 15:58:36,SA-54/TEMPERATURE,32.19
2024-10-26 15:58:38,SA-54/TEMPERATURE,31.73
2024-10-26 15:58:42,SA-54/TEMPERATURE,32.19
2024-10-26 15:58:42,SA-54/LIGHT_LEVEL,1
2024-10-26 15:58:46,SA-54/TEMPERATURE,31.73
2024-10-26 15:58:48,SA-54/LIGHT_LEVEL,0
2024-10-26 15:58:54,SA-54/TEMPERATURE,32.19
2024-10-26 15:59:02,SA-54/TEMPERATURE,31.73
2024-10-26 15:59:04,SA-54/TEMPERATURE,32.19
2024-10-26 15:59:08,SA-54/TEMPERATURE,31.73
2024-10-26 15:59:10,SA-54/TEMPERATURE,32.19
2024-10-26 15:59:12,SA-54/TEMPERATURE,31.73
2024-10-26 15:59:12,SA-54/LIGHT_LEVEL,1
2024-10-26 15:59:20,SA-54/TEMPERATURE,32.19
2024-10-26 15:59:20,SA-54/LIGHT_LEVEL,0
2024-10-26 15:59:24,SA-54/TEMPERATURE,31.73
2024-10-26 15:59:26,SA-54/LED_LEVEL,5
2024-10-26 15:59:27,SA-54/LED_LEVEL,4
2024-10-26 15:59:30,SA-54/TEMPERATURE,32.19
2024-10-26 15:59:32,SA-54/TEMPERATURE,31.73
2024-10-26 15:59:36,SA-54/TEMPERATURE,32.19
2024-10-26 15:59:38,SA-54/TEMPERATURE,31.73
2024-10-26 15:59:42,SA-54/TEMPERATURE,32.19
2024-10-26 15:59:42,SA-54/LIGHT_LEVEL,1
2024-10-26 15:59:44,SA-54/TEMPERATURE,31.73
2024-10-26 15:59:50,SA-54/TEMPERATURE,32.19
2024-10-26 15:59:52,SA-54/TEMPERATURE,31.73
2024-10-26 15:59:52,SA-54/LIGHT_LEVEL,0
2024-10-26 15:59:54,SA-54/TEMPERATURE,32.19
2024-10-26 16:00:02,SA-54/TEMPERATURE,31.73
2024-10-26 16:00:04,SA-54/TEMPERATURE,32.19
2024-10-26 16:00:08,SA-54/TEMPERATURE,31.73
2024-10-26 16:00:14,SA-54/TEMPERATURE,32.19
2024-10-26 16:00:16,SA-54/TEMPERATURE,31.73
2024-10-26 16:00:18,SA-54/TEMPERATURE,32.19
2024-10-26 16:00:22,SA-54/TEMPERATURE,31.73
2024-10-26 16:00:22,SA-54/LIGHT_LEVEL,1
2024-10-26 16:00:24,SA-54/TEMPERATURE,32.19
2024-10-26 16:00:30,SA-54/TEMPERATURE,31.73
2024-10-26 16:00:33,SA-54/TEMPERATURE,32.19
2024-10-26 16:00:42,SA-54/TEMPERATURE,31.73
2024-10-26 16:00:46,SA-54/TEMPERATURE,32.19
2024-10-26 16:00:48,SA-54/LED_LEVEL,5
2024-10-26 16:00:49,SA-54/LED_LEVEL,4
2024-10-26 16:01:00,SA-54/LIGHT_LEVEL,0
2024-10-26 16:01:02,SA-54/LIGHT_LEVEL,1
2024-10-26 16:01:04,SA-54/TEMPERATURE,31.73
2024-10-26 16:01:04,SA-54/LIGHT_LEVEL,0
2024-10-26 16:01:06,SA-54/TEMPERATURE,32.19
2024-10-26 16:01:06,SA-54/LED_LEVEL,5
2024-10-26 16:01:07,SA-54/LED_LEVEL,4
2024-10-26 16:01:24,SA-54/TEMPERATURE,31.73
2024-10-26 16:01:26,SA-54/TEMPERATURE,32.19
2024-10-26 16:01:29,SA-54/LED_LEVEL,5
2024-10-26 16:01:29,SA-54/LED_LEVEL,4
2024-10-26 16:01:48,SA-54/LIGHT_LEVEL,1
2024-10-26 16:01:52,SA-54/LED_LEVEL,5
2024-10-26 16:01:53,SA-54/LED_LEVEL,4
2024-10-26 16:02:02,SA-54/LIGHT_LEVEL,0
2024-10-26 16:02:08,SA-54/TEMPERATURE,31.73
2024-10-26 16:02:10,SA-54/TEMPERATURE,32.19
2024-10-26 16:02:12,SA-54/TEMPERATURE,31.73
2024-10-26 16:02:14,SA-54/TEMPERATURE,32.19
2024-10-26 16:02:22,SA-54/TEMPERATURE,31.73
2024-10-26 16:02:24,SA-54/TEMPERATURE,32.19
2024-10-26 16:02:34,SA-54/LIGHT_LEVEL,1
2024-10-26 16:02:40,SA-54/TEMPERATURE,31.73
2024-10-26 16:02:42,SA-54/TEMPERATURE,32.19
2024-10-26 16:03:02,SA-54/TEMPERATURE,31.73
2024-10-26 16:03:02,SA-54/LIGHT_LEVEL,0
2024-10-26 16:03:04,SA-54/TEMPERATURE,32.19
2024-10-26 16:03:24,SA-54/LIGHT_LEVEL,1
2024-10-26 16:03:30,SA-54/LIGHT_LEVEL,0
2024-10-26 16:03:38,SA-54/TEMPERATURE,31.73
2024-10-26 16:03:42,SA-54/TEMPERATURE,32.19
2024-10-26 16:03:50,SA-54/TEMPERATURE,31.73
2024-10-26 16:03:54,SA-54/TEMPERATURE,32.19
2024-10-26 16:03:56,SA-54/TEMPERATURE,31.73
2024-10-26 16:03:58,SA-54/TEMPERATURE,32.19
2024-10-26 16:03:58,SA-54/LIGHT_LEVEL,1
2024-10-26 16:04:04,SA-54/TEMPERATURE,31.73
2024-10-26 16:04:06,SA-54/TEMPERATURE,32.19
2024-10-26 16:04:08,SA-54/LIGHT_LEVEL,0
2024-10-26 16:04:14,SA-54/TEMPERATURE,31.73
2024-10-26 16:04:16,SA-54/TEMPERATURE,32.19
2024-10-26 16:04:24,SA-54/LIGHT_LEVEL,1
2024-10-26 16:04:28,SA-54/TEMPERATURE,31.73
2024-10-26 16:04:32,SA-54/TEMPERATURE,32.19
2024-10-26 16:04:42,SA-54/LIGHT_LEVEL,0
2024-10-26 16:04:46,SA-54/TEMPERATURE,31.73
2024-10-26 16:04:49,SA-54/TEMPERATURE,32.19
2024-10-26 16:04:50,SA-54/TEMPERATURE,31.73
2024-10-26 16:04:52,SA-54/TEMPERATURE,32.19
2024-10-26 16:04:54,SA-54/TEMPERATURE,31.73
2024-10-26 16:04:56,SA-54/TEMPERATURE,32.19
2024-10-26 16:05:06,SA-54/LIGHT_LEVEL,1
2024-10-26 16:05:11,SA-54/TEMPERATURE,31.73
2024-10-26 16:05:12,SA-54/TEMPERATURE,32.19
2024-10-26 16:05:14,SA-54/LIGHT_LEVEL,0
2024-10-26 16:05:24,SA-54/TEMPERATURE,31.73
2024-10-26 16:05:26,SA-54/TEMPERATURE,32.19
2024-10-26 16:05:28,SA-54/TEMPERATURE,31.73
2024-10-26 16:05:32,SA-54/TEMPERATURE,32.19
2024-10-26 16:05:32,SA-54/LIGHT_LEVEL,1
2024-10-26 16:05:35,SA-54/TEMPERATURE,31.73
2024-10-26 16:05:36,SA-54/TEMPERATURE,32.19
2024-10-26 16:05:42,SA-54/TEMPERATURE,31.73
2024-10-26 16:05:48,SA-54/LIGHT_LEVEL,0
2024-10-26 16:05:50,SA-54/TEMPERATURE,32.19
2024-10-26 16:05:52,SA-54/TEMPERATURE,31.73
2024-10-26 16:05:54,SA-54/TEMPERATURE,32.19
2024-10-26 16:06:08,SA-54/TEMPERATURE,31.73
2024-10-26 16:06:10,SA-54/TEMPERATURE,32.19
2024-10-26 16:06:25,SA-54/TEMPERATURE,31.73
2024-10-26 16:06:25,SA-54/LIGHT_LEVEL,1
2024-10-26 16:06:28,SA-54/TEMPERATURE,32.19
2024-10-26 16:06:32,SA-54/LIGHT_LEVEL,0
2024-10-26 16:06:34,SA-54/TEMPERATURE,31.73
2024-10-26 16:06:38,SA-54/TEMPERATURE,32.19
2024-10-26 16:06:52,SA-54/TEMPERATURE,31.73
2024-10-26 16:06:54,SA-54/TEMPERATURE,32.19
2024-10-26 16:06:58,SA-54/TEMPERATURE,31.73
2024-10-26 16:07:04,SA-54/TEMPERATURE,32.19
2024-10-26 16:07:19,SA-54/LIGHT_LEVEL,1
2024-10-26 16:07:20,SA-54/TEMPERATURE,31.73
2024-10-26 16:07:20,SA-54/LIGHT_LEVEL,0
2024-10-26 16:07:22,SA-54/TEMPERATURE,32.19
2024-10-26 16:07:24,SA-54/TEMPERATURE,31.73
2024-10-26 16:07:26,SA-54/TEMPERATURE,32.19
2024-10-26 16:07:26,SA-54/LED_LEVEL,0
2024-10-26 16:07:28,SA-54/LED_LEVEL,1
2024-10-26 16:07:28,SA-54/LED_LEVEL,2
2024-10-26 16:07:29,SA-54/LED_LEVEL,1
2024-10-26 16:07:30,SA-54/LED_LEVEL,2
2024-10-26 16:07:32,SA-54/LIGHT_LEVEL,1
2024-10-26 16:07:33,SA-54/LED_LEVEL,1
2024-10-26 16:07:34,SA-54/LIGHT_LEVEL,0
2024-10-26 16:07:34,SA-54/LED_LEVEL,2
2024-10-26 16:07:36,SA-54/LED_LEVEL,1
2024-10-26 16:07:36,SA-54/LED_LEVEL,2
2024-10-26 16:07:38,SA-54/LED_LEVEL,1
2024-10-26 16:07:38,SA-54/LED_LEVEL,2
2024-10-26 16:07:39,SA-54/LED_LEVEL,1
2024-10-26 16:07:39,SA-54/LED_LEVEL,2
2024-10-26 16:07:40,SA-54/LED_LEVEL,1
2024-10-26 16:07:40,SA-54/LED_LEVEL,2
2024-10-26 16:07:41,SA-54/LED_LEVEL,1
2024-10-26 16:07:44,SA-54/LED_LEVEL,2
2024-10-26 16:07:44,SA-54/LED_LEVEL,1
2024-10-26 16:07:44,SA-54/LED_LEVEL,2
2024-10-26 16:07:46,SA-54/TEMPERATURE,31.73
2024-10-26 16:07:48,SA-54/TEMPERATURE,32.19
2024-10-26 16:07:54,SA-54/TEMPERATURE,31.73
2024-10-26 16:07:56,SA-54/TEMPERATURE,32.19
2024-10-26 16:08:00,SA-54/TEMPERATURE,31.73
2024-10-26 16:08:02,SA-54/TEMPERATURE,32.19
2024-10-26 16:08:04,SA-54/TEMPERATURE,31.73
2024-10-26 16:08:06,SA-54/TEMPERATURE,32.19
2024-10-26 16:08:10,SA-54/TEMPERATURE,31.73
2024-10-26 16:08:18,SA-54/TEMPERATURE,32.19
2024-10-26 16:08:20,SA-54/TEMPERATURE,31.73
2024-10-26 16:08:22,SA-54/TEMPERATURE,32.19
2024-10-26 16:08:30,SA-54/LED_LEVEL,1
2024-10-26 16:08:30,SA-54/TEMPERATURE,31.73
2024-10-26 16:08:30,SA-54/LED_LEVEL,2
2024-10-26 16:08:31,SA-54/LED_LEVEL,1
2024-10-26 16:08:32,SA-54/LED_LEVEL,2
2024-10-26 16:08:33,SA-54/LED_LEVEL,1
2024-10-26 16:08:34,SA-54/LED_LEVEL,2
2024-10-26 16:08:35,SA-54/LED_LEVEL,1
2024-10-26 16:08:36,SA-54/TEMPERATURE,32.19
2024-10-26 16:08:36,SA-54/LED_LEVEL,2
2024-10-26 16:08:37,SA-54/LED_LEVEL,1
2024-10-26 16:08:38,SA-54/LED_LEVEL,2
2024-10-26 16:08:38,SA-54/TEMPERATURE,31.73
2024-10-26 16:08:43,SA-54/LED_LEVEL,1
2024-10-26 16:08:44,SA-54/LED_LEVEL,2
2024-10-26 16:08:45,SA-54/LED_LEVEL,1
2024-10-26 16:08:46,SA-54/LED_LEVEL,2
2024-10-26 16:08:47,SA-54/LED_LEVEL,1
2024-10-26 16:08:47,SA-54/LED_LEVEL,2
2024-10-26 16:08:48,SA-54/LED_LEVEL,1
2024-10-26 16:08:48,SA-54/TEMPERATURE,32.19
2024-10-26 16:08:48,SA-54/LED_LEVEL,2
2024-10-26 16:08:50,SA-54/TEMPERATURE,31.73
2024-10-26 16:08:58,SA-54/LED_LEVEL,1
2024-10-26 16:08:58,SA-54/LED_LEVEL,2
2024-10-26 16:08:59,SA-54/LED_LEVEL,1
2024-10-26 16:09:00,SA-54/LED_LEVEL,2
2024-10-26 16:09:05,SA-54/LED_LEVEL,1
2024-10-26 16:09:05,SA-54/LED_LEVEL,2
2024-10-26 16:09:06,SA-54/LED_LEVEL,1
2024-10-26 16:09:06,SA-54/LED_LEVEL,2
2024-10-26 16:09:35,SA-54/LED_LEVEL,1
2024-10-26 16:09:36,SA-54/LED_LEVEL,2
2024-10-26 16:09:37,SA-54/LED_LEVEL,1
2024-10-26 16:09:38,SA-54/LED_LEVEL,2
